table,slot,entry_kind,target
upd9002op_repnc,0x79,handler,_reserved_repnc
upd9002op_repnc,0x7a,handler,_reserved_repnc
upd9002op_repnc,0x7b,handler,_reserved_repnc
upd9002op_repnc,0x7c,handler,_reserved_repnc
upd9002op_repnc,0x7d,handler,_reserved_repnc
upd9002op_repnc,0x7e,handler,_reserved_repnc
upd9002op_repnc,0x7f,handler,_reserved_repnc
upd9002op_repnc,0x80,handler,_reserved_repnc
upd9002op_repnc,0x81,handler,_reserved_repnc
upd9002op_repnc,0x82,handler,_reserved_repnc
upd9002op_repnc,0x83,handler,_reserved_repnc
upd9002op_repnc,0x84,handler,_reserved_repnc
upd9002op_repnc,0x85,handler,_reserved_repnc
upd9002op_repnc,0x86,handler,_reserved_repnc
upd9002op_repnc,0x87,handler,_reserved_repnc
upd9002op_repnc,0x88,handler,_reserved_repnc
upd9002op_repnc,0x89,handler,_reserved_repnc
upd9002op_repnc,0x8a,handler,_reserved_repnc
upd9002op_repnc,0x8b,handler,_reserved_repnc
upd9002op_repnc,0x8c,handler,_reserved_repnc
upd9002op_repnc,0x8d,handler,_reserved_repnc
upd9002op_repnc,0x8e,handler,_reserved_repnc
upd9002op_repnc,0x8f,handler,_reserved_repnc
upd9002op_repnc,0x90,handler,_reserved_repnc
upd9002op_repnc,0x91,handler,_reserved_repnc
upd9002op_repnc,0x92,handler,_reserved_repnc
upd9002op_repnc,0x93,handler,_reserved_repnc
upd9002op_repnc,0x94,handler,_reserved_repnc
upd9002op_repnc,0x95,handler,_reserved_repnc
upd9002op_repnc,0x96,handler,_reserved_repnc
upd9002op_repnc,0x97,handler,_reserved_repnc
upd9002op_repnc,0x98,handler,_reserved_repnc
upd9002op_repnc,0x99,handler,_reserved_repnc
upd9002op_repnc,0x9a,handler,_reserved_repnc
upd9002op_repnc,0x9b,handler,_reserved_repnc
upd9002op_repnc,0x9c,handler,_reserved_repnc
upd9002op_repnc,0x9d,handler,_reserved_repnc
upd9002op_repnc,0x9e,handler,_reserved_repnc
upd9002op_repnc,0x9f,handler,_reserved_repnc
upd9002op_repnc,0xa0,handler,_reserved_repnc
upd9002op_repnc,0xa1,handler,_reserved_repnc
upd9002op_repnc,0xa2,handler,_reserved_repnc
upd9002op_repnc,0xa3,handler,_reserved_repnc
upd9002op_repnc,0xa4,handler,upd9002_repnc_movsb
upd9002op_repnc,0xa5,handler,upd9002_repnc_movsw
upd9002op_repnc,0xa6,handler,upd9002_repnc_cmpsb
upd9002op_repnc,0xa7,handler,upd9002_repnc_cmpsw
upd9002op_repnc,0xa8,handler,_reserved_repnc
upd9002op_repnc,0xa9,handler,_reserved_repnc
upd9002op_repnc,0xaa,handler,upd9002_repnc_stosb
upd9002op_repnc,0xab,handler,upd9002_repnc_stosw
upd9002op_repnc,0xac,handler,upd9002_repnc_lodsb
upd9002op_repnc,0xad,handler,upd9002_repnc_lodsw
upd9002op_repnc,0xae,handler,upd9002_repnc_scasb
upd9002op_repnc,0xaf,handler,upd9002_repnc_scasw
upd9002op_repnc,0xb0,handler,_reserved_repnc
upd9002op_repnc,0xb1,handler,_reserved_repnc
upd9002op_repnc,0xb2,handler,_reserved_repnc
upd9002op_repnc,0xb3,handler,_reserved_repnc
upd9002op_repnc,0xb4,handler,_reserved_repnc
upd9002op_repnc,0xb5,handler,_reserved_repnc
upd9002op_repnc,0xb6,handler,_reserved_repnc
upd9002op_repnc,0xb7,handler,_reserved_repnc
upd9002op_repnc,0xb8,handler,_reserved_repnc
upd9002op_repnc,0xb9,handler,_reserved_repnc
upd9002op_repnc,0xba,handler,_reserved_repnc
upd9002op_repnc,0xbb,handler,_reserved_repnc
upd9002op_repnc,0xbc,handler,_reserved_repnc
upd9002op_repnc,0xbd,handler,_reserved_repnc
upd9002op_repnc,0xbe,handler,_reserved_repnc
upd9002op_repnc,0xbf,handler,_reserved_repnc
upd9002op_repnc,0xc0,handler,_reserved_repnc
upd9002op_repnc,0xc1,handler,_reserved_repnc
upd9002op_repnc,0xc2,handler,_reserved_repnc
upd9002op_repnc,0xc3,handler,_reserved_repnc
upd9002op_repnc,0xc4,handler,_reserved_repnc
upd9002op_repnc,0xc5,handler,_reserved_repnc
upd9002op_repnc,0xc6,handler,_reserved_repnc
upd9002op_repnc,0xc7,handler,_reserved_repnc
upd9002op_repnc,0xc8,handler,_reserved_repnc
upd9002op_repnc,0xc9,handler,_reserved_repnc
upd9002op_repnc,0xca,handler,_reserved_repnc
upd9002op_repnc,0xcb,handler,_reserved_repnc
upd9002op_repnc,0xcc,handler,_reserved_repnc
upd9002op_repnc,0xcd,handler,_reserved_repnc
upd9002op_repnc,0xce,handler,_reserved_repnc
upd9002op_repnc,0xcf,handler,_reserved_repnc
upd9002op_repnc,0xd0,handler,_reserved_repnc
upd9002op_repnc,0xd1,handler,_reserved_repnc
upd9002op_repnc,0xd2,handler,_reserved_repnc
upd9002op_repnc,0xd3,handler,_reserved_repnc
upd9002op_repnc,0xd4,handler,_reserved_repnc
upd9002op_repnc,0xd5,handler,_reserved_repnc
upd9002op_repnc,0xd6,handler,_reserved_repnc
upd9002op_repnc,0xd7,handler,_reserved_repnc
upd9002op_repnc,0xd8,handler,_reserved_repnc
upd9002op_repnc,0xd9,handler,_reserved_repnc
upd9002op_repnc,0xda,handler,_reserved_repnc
upd9002op_repnc,0xdb,handler,_reserved_repnc
upd9002op_repnc,0xdc,handler,_reserved_repnc
upd9002op_repnc,0xdd,handler,_reserved_repnc
upd9002op_repnc,0xde,handler,_reserved_repnc
upd9002op_repnc,0xdf,handler,_reserved_repnc
upd9002op_repnc,0xe0,handler,_reserved_repnc
upd9002op_repnc,0xe1,handler,_reserved_repnc
upd9002op_repnc,0xe2,handler,_reserved_repnc
upd9002op_repnc,0xe3,handler,_reserved_repnc
upd9002op_repnc,0xe4,handler,_reserved_repnc
upd9002op_repnc,0xe5,handler,_reserved_repnc
upd9002op_repnc,0xe6,handler,_reserved_repnc
upd9002op_repnc,0xe7,handler,_reserved_repnc
upd9002op_repnc,0xe8,handler,_reserved_repnc
upd9002op_repnc,0xe9,handler,_reserved_repnc
upd9002op_repnc,0xea,handler,_reserved_repnc
upd9002op_repnc,0xeb,handler,_reserved_repnc
upd9002op_repnc,0xec,handler,_reserved_repnc
upd9002op_repnc,0xed,handler,_reserved_repnc
upd9002op_repnc,0xee,handler,_reserved_repnc
upd9002op_repnc,0xef,handler,_reserved_repnc
upd9002op_repnc,0xf0,handler,_reserved_repnc
upd9002op_repnc,0xf1,handler,_reserved_repnc
upd9002op_repnc,0xf2,handler,_repne
upd9002op_repnc,0xf3,handler,_repe
upd9002op_repnc,0xf4,handler,_reserved_repnc
upd9002op_repnc,0xf5,handler,_reserved_repnc
upd9002op_repnc,0xf6,handler,_reserved_repnc
upd9002op_repnc,0xf7,handler,_reserved_repnc
upd9002op_repnc,0xf8,handler,_reserved_repnc
upd9002op_repnc,0xf9,handler,_reserved_repnc
upd9002op_repnc,0xfa,handler,_reserved_repnc
upd9002op_repnc,0xfb,handler,_reserved_repnc
upd9002op_repnc,0xfc,handler,_reserved_repnc
upd9002op_repnc,0xfd,handler,_reserved_repnc
upd9002op_repnc,0xfe,handler,_reserved_repnc
upd9002op_repnc,0xff,handler,_reserved_repnc
upd9002op_repne,0x00,handler,_add_ea_r8
upd9002op_repne,0x01,handler,_add_ea_r16
upd9002op_repne,0x02,handler,_add_r8_ea
upd9002op_repne,0x03,handler,_add_r16_ea
upd9002op_repne,0x04,handler,_add_al_data8
upd9002op_repne,0x05,handler,_add_ax_data16
upd9002op_repne,0x06,handler,_push_es
upd9002op_repne,0x07,handler,_pop_es
upd9002op_repne,0x08,handler,_or_ea_r8
upd9002op_repne,0x09,handler,_or_ea_r16
upd9002op_repne,0x0a,handler,_or_r8_ea
upd9002op_repne,0x0b,handler,_or_r16_ea
upd9002op_repne,0x0c,handler,_or_al_data8
upd9002op_repne,0x0d,handler,_or_ax_data16
upd9002op_repne,0x0e,handler,_push_cs
upd9002op_repne,0x0f,handler,_repne_0f_diagnostic_stop
upd9002op_repne,0x10,handler,_adc_ea_r8
upd9002op_repne,0x11,handler,_adc_ea_r16
upd9002op_repne,0x12,handler,_adc_r8_ea
upd9002op_repne,0x13,handler,_adc_r16_ea
upd9002op_repne,0x14,handler,_adc_al_data8
upd9002op_repne,0x15,handler,_adc_ax_data16
upd9002op_repne,0x16,handler,_push_ss
upd9002op_repne,0x17,handler,_pop_ss
upd9002op_repne,0x18,handler,_sbb_ea_r8
upd9002op_repne,0x19,handler,_sbb_ea_r16
upd9002op_repne,0x1a,handler,_sbb_r8_ea
upd9002op_repne,0x1b,handler,_sbb_r16_ea
upd9002op_repne,0x1c,handler,_sbb_al_data8
upd9002op_repne,0x1d,handler,_sbb_ax_data16
upd9002op_repne,0x1e,handler,_push_ds
upd9002op_repne,0x1f,handler,_pop_ds
upd9002op_repne,0x20,handler,_and_ea_r8
upd9002op_repne,0x21,handler,_and_ea_r16
upd9002op_repne,0x22,handler,_and_r8_ea
upd9002op_repne,0x23,handler,_and_r16_ea
upd9002op_repne,0x24,handler,_and_al_data8
upd9002op_repne,0x25,handler,_and_ax_data16
upd9002op_repne,0x26,handler,_repne_segprefix_es
upd9002op_repne,0x27,handler,_daa
upd9002op_repne,0x28,handler,_sub_ea_r8
upd9002op_repne,0x29,handler,_sub_ea_r16
upd9002op_repne,0x2a,handler,_sub_r8_ea
upd9002op_repne,0x2b,handler,_sub_r16_ea
upd9002op_repne,0x2c,handler,_sub_al_data8
upd9002op_repne,0x2d,handler,_sub_ax_data16
upd9002op_repne,0x2e,handler,_repne_segprefix_cs
upd9002op_repne,0x2f,handler,_das
upd9002op_repne,0x30,handler,_xor_ea_r8
upd9002op_repne,0x31,handler,_xor_ea_r16
upd9002op_repne,0x32,handler,_xor_r8_ea
upd9002op_repne,0x33,handler,_xor_r16_ea
upd9002op_repne,0x34,handler,_xor_al_data8
upd9002op_repne,0x35,handler,_xor_ax_data16
upd9002op_repne,0x36,handler,_repne_segprefix_ss
upd9002op_repne,0x37,handler,_aaa
upd9002op_repne,0x38,handler,_cmp_ea_r8
upd9002op_repne,0x39,handler,_cmp_ea_r16
upd9002op_repne,0x3a,handler,_cmp_r8_ea
upd9002op_repne,0x3b,handler,_cmp_r16_ea
upd9002op_repne,0x3c,handler,_cmp_al_data8
upd9002op_repne,0x3d,handler,_cmp_ax_data16
upd9002op_repne,0x3e,handler,_repne_segprefix_ds
upd9002op_repne,0x3f,handler,_aas
upd9002op_repne,0x40,handler,_inc_ax
upd9002op_repne,0x41,handler,_inc_cx
upd9002op_repne,0x42,handler,_inc_dx
upd9002op_repne,0x43,handler,_inc_bx
upd9002op_repne,0x44,handler,_inc_sp
upd9002op_repne,0x45,handler,_inc_bp
upd9002op_repne,0x46,handler,_inc_si
upd9002op_repne,0x47,handler,_inc_di
upd9002op_repne,0x48,handler,_dec_ax
upd9002op_repne,0x49,handler,_dec_cx
upd9002op_repne,0x4a,handler,_dec_dx
upd9002op_repne,0x4b,handler,_dec_bx
upd9002op_repne,0x4c,handler,_dec_sp
upd9002op_repne,0x4d,handler,_dec_bp
upd9002op_repne,0x4e,handler,_dec_si
upd9002op_repne,0x4f,handler,_dec_di
upd9002op_repne,0x50,handler,_push_ax
upd9002op_repne,0x51,handler,_push_cx
upd9002op_repne,0x52,handler,_push_dx
upd9002op_repne,0x53,handler,_push_bx
upd9002op_repne,0x54,handler,_push_sp
upd9002op_repne,0x55,handler,_push_bp
upd9002op_repne,0x56,handler,_push_si
upd9002op_repne,0x57,handler,_push_di
upd9002op_repne,0x58,handler,_pop_ax
upd9002op_repne,0x59,handler,_pop_cx
upd9002op_repne,0x5a,handler,_pop_dx
upd9002op_repne,0x5b,handler,_pop_bx
upd9002op_repne,0x5c,handler,_pop_sp
upd9002op_repne,0x5d,handler,_pop_bp
upd9002op_repne,0x5e,handler,_pop_si
upd9002op_repne,0x5f,handler,_pop_di
upd9002op_repne,0x60,handler,_pusha
upd9002op_repne,0x61,handler,_popa
upd9002op_repne,0x62,handler,_bound
upd9002op_repne,0x63,handler,_reserved_no_int
upd9002op_repne,0x64,handler,_repnc
upd9002op_repne,0x65,handler,_repc
upd9002op_repne,0x66,handler,_reserved_no_int
upd9002op_repne,0x67,handler,_reserved_no_int
upd9002op_repne,0x68,handler,_push_data16
upd9002op_repne,0x69,handler,_imul_reg_ea_data16
upd9002op_repne,0x6a,handler,_push_data8
upd9002op_repne,0x6b,handler,_imul_reg_ea_data8
upd9002op_repne,0x6c,handler,upd9002_rep_insb
upd9002op_repne,0x6d,handler,upd9002_rep_insw
upd9002op_repne,0x6e,handler,upd9002_rep_outsb
upd9002op_repne,0x6f,handler,upd9002_rep_outsb
upd9002op_repne,0x70,handler,_jo_short
upd9002op_repne,0x71,handler,_jno_short
upd9002op_repne,0x72,handler,_jc_short
upd9002op_repne,0x73,handler,_jnc_short
upd9002op_repne,0x74,handler,_jz_short
upd9002op_repne,0x75,handler,_jnz_short
upd9002op_repne,0x76,handler,_jna_short
upd9002op_repne,0x77,handler,_ja_short
upd9002op_repne,0x78,handler,_js_short
upd9002op_repne,0x79,handler,_jns_short
upd9002op_repne,0x7a,handler,_jp_short
upd9002op_repne,0x7b,handler,_jnp_short
upd9002op_repne,0x7c,handler,_jl_short
upd9002op_repne,0x7d,handler,_jnl_short
upd9002op_repne,0x7e,handler,_jle_short
upd9002op_repne,0x7f,handler,_jnle_short
upd9002op_repne,0x80,handler,_calc_ea8_i8
upd9002op_repne,0x81,handler,_calc_ea16_i16
upd9002op_repne,0x82,handler,_calc_ea8_i8
upd9002op_repne,0x83,handler,_calc_ea16_i8
upd9002op_repne,0x84,handler,_test_ea_r8
upd9002op_repne,0x85,handler,_test_ea_r16
upd9002op_repne,0x86,handler,_xchg_ea_r8
upd9002op_repne,0x87,handler,_xchg_ea_r16
upd9002op_repne,0x88,handler,_mov_ea_r8
upd9002op_repne,0x89,handler,_mov_ea_r16
upd9002op_repne,0x8a,handler,_mov_r8_ea
upd9002op_repne,0x8b,handler,_mov_r16_ea
upd9002op_repne,0x8c,handler,_mov_ea_seg
upd9002op_repne,0x8d,handler,_lea_r16_ea
upd9002op_repne,0x8e,handler,_mov_seg_ea
upd9002op_repne,0x8f,handler,_pop_ea
upd9002op_repne,0x90,handler,_nop
upd9002op_repne,0x91,handler,_xchg_ax_cx
upd9002op_repne,0x92,handler,_xchg_ax_dx
upd9002op_repne,0x93,handler,_xchg_ax_bx
upd9002op_repne,0x94,handler,_xchg_ax_sp
upd9002op_repne,0x95,handler,_xchg_ax_bp
upd9002op_repne,0x96,handler,_xchg_ax_si
upd9002op_repne,0x97,handler,_xchg_ax_di
upd9002op_repne,0x98,handler,_cbw
upd9002op_repne,0x99,handler,_cwd
upd9002op_repne,0x9a,handler,_call_far
upd9002op_repne,0x9b,handler,_wait
upd9002op_repne,0x9c,handler,_pushf
upd9002op_repne,0x9d,handler,_popf
upd9002op_repne,0x9e,handler,_sahf
upd9002op_repne,0x9f,handler,_lahf
upd9002op_repne,0xa0,handler,_mov_al_m8
upd9002op_repne,0xa1,handler,_mov_ax_m16
upd9002op_repne,0xa2,handler,_mov_m8_al
upd9002op_repne,0xa3,handler,_mov_m16_ax
upd9002op_repne,0xa4,handler,upd9002_rep_movsb
upd9002op_repne,0xa5,handler,upd9002_rep_movsw
upd9002op_repne,0xa6,handler,upd9002_repne_cmpsb
upd9002op_repne,0xa7,handler,upd9002_repne_cmpsw
upd9002op_repne,0xa8,handler,_test_al_data8
upd9002op_repne,0xa9,handler,_test_ax_data16
upd9002op_repne,0xaa,handler,upd9002_rep_stosb
upd9002op_repne,0xab,handler,upd9002_rep_stosw
upd9002op_repne,0xac,handler,upd9002_rep_lodsb
upd9002op_repne,0xad,handler,upd9002_rep_lodsw
upd9002op_repne,0xae,handler,upd9002_repne_scasb
upd9002op_repne,0xaf,handler,upd9002_repne_scasw
upd9002op_repne,0xb0,handler,_mov_al_imm
upd9002op_repne,0xb1,handler,_mov_cl_imm
upd9002op_repne,0xb2,handler,_mov_dl_imm
upd9002op_repne,0xb3,handler,_mov_bl_imm
upd9002op_repne,0xb4,handler,_mov_ah_imm
upd9002op_repne,0xb5,handler,_mov_ch_imm
upd9002op_repne,0xb6,handler,_mov_dh_imm
upd9002op_repne,0xb7,handler,_mov_bh_imm
upd9002op_repne,0xb8,handler,_mov_ax_imm
upd9002op_repne,0xb9,handler,_mov_cx_imm
upd9002op_repne,0xba,handler,_mov_dx_imm
upd9002op_repne,0xbb,handler,_mov_bx_imm
upd9002op_repne,0xbc,handler,_mov_sp_imm
upd9002op_repne,0xbd,handler,_mov_bp_imm
upd9002op_repne,0xbe,handler,_mov_si_imm
upd9002op_repne,0xbf,handler,_mov_di_imm
upd9002op_repne,0xc0,handler,_shift_ea8_data8
upd9002op_repne,0xc1,handler,_shift_ea16_data8
upd9002op_repne,0xc2,handler,_ret_near_data16
upd9002op_repne,0xc3,handler,_ret_near
upd9002op_repne,0xc4,handler,_les_r16_ea
upd9002op_repne,0xc5,handler,_lds_r16_ea
upd9002op_repne,0xc6,handler,_mov_ea8_data8
upd9002op_repne,0xc7,handler,_mov_ea16_data16
upd9002op_repne,0xc8,handler,_enter
upd9002op_repne,0xc9,handler,fleave
upd9002op_repne,0xca,handler,_ret_far_data16
upd9002op_repne,0xcb,handler,_ret_far
upd9002op_repne,0xcc,handler,_int_03
upd9002op_repne,0xcd,handler,_int_data8
upd9002op_repne,0xce,handler,_into
upd9002op_repne,0xcf,handler,_iret
upd9002op_repne,0xd0,handler,_shift_ea8_1
upd9002op_repne,0xd1,handler,_shift_ea16_1
upd9002op_repne,0xd2,handler,_shift_ea8_cl
upd9002op_repne,0xd3,handler,_shift_ea16_cl
upd9002op_repne,0xd4,handler,_aam
upd9002op_repne,0xd5,handler,_aad
upd9002op_repne,0xd6,handler,_xlat
upd9002op_repne,0xd7,handler,_xlat
upd9002op_repne,0xd8,handler,_esc
upd9002op_repne,0xd9,handler,_esc
upd9002op_repne,0xda,handler,_esc
upd9002op_repne,0xdb,handler,_esc
upd9002op_repne,0xdc,handler,_esc
upd9002op_repne,0xdd,handler,_esc
upd9002op_repne,0xde,handler,_esc
upd9002op_repne,0xdf,handler,_esc
upd9002op_repne,0xe0,handler,_loopnz
upd9002op_repne,0xe1,handler,_loopz
upd9002op_repne,0xe2,handler,_loop
upd9002op_repne,0xe3,handler,_jcxz
upd9002op_repne,0xe4,handler,_in_al_data8
upd9002op_repne,0xe5,handler,_in_ax_data8
upd9002op_repne,0xe6,handler,_out_data8_al
upd9002op_repne,0xe7,handler,_out_data8_ax
upd9002op_repne,0xe8,handler,_call_near
upd9002op_repne,0xe9,handler,_jmp_near
upd9002op_repne,0xea,handler,_jmp_far
upd9002op_repne,0xeb,handler,_jmp_short
upd9002op_repne,0xec,handler,_in_al_dx
upd9002op_repne,0xed,handler,_in_ax_dx
upd9002op_repne,0xee,handler,_out_dx_al
upd9002op_repne,0xef,handler,_out_dx_ax
upd9002op_repne,0xf0,handler,_lock
upd9002op_repne,0xf1,handler,_lock
upd9002op_repne,0xf2,handler,_repne
upd9002op_repne,0xf3,handler,_repe
upd9002op_repne,0xf4,handler,_hlt
upd9002op_repne,0xf5,handler,_cmc
upd9002op_repne,0xf6,handler,_ope0xf6
upd9002op_repne,0xf7,handler,_ope0xf7
upd9002op_repne,0xf8,handler,_clc
upd9002op_repne,0xf9,handler,_stc
upd9002op_repne,0xfa,handler,_cli
upd9002op_repne,0xfb,handler,_sti
upd9002op_repne,0xfc,handler,_cld
upd9002op_repne,0xfd,handler,_std
upd9002op_repne,0xfe,handler,_ope0xfe
upd9002op_repne,0xff,handler,_ope0xff
